# independent Kurganov-Tadmor reference, Nx=6400, t=0.1, CFL 0.4; source benchmarks/raw/report_inputs/bw_kt_6400.csv
x rho u By p
0.585078 0.235212 0.597642 -0.534264 0.515233
0.587578 0.235229 0.597657 -0.534242 0.515247
0.590078 0.235239 0.597649 -0.534255 0.515239
0.592578 0.23524 0.597654 -0.534252 0.515241
0.595078 0.235239 0.597636 -0.534267 0.515229
0.597578 0.235248 0.597646 -0.53426 0.515239
0.600078 0.235268 0.597653 -0.534261 0.515244
0.602578 0.235267 0.597636 -0.534258 0.515239
0.605078 0.235272 0.597634 -0.534266 0.515234
0.607578 0.235275 0.597629 -0.534262 0.515228
0.610078 0.23528 0.597649 -0.534256 0.515239
0.612578 0.235276 0.597633 -0.534253 0.515233
0.615078 0.235281 0.597644 -0.534266 0.515237
0.617578 0.235279 0.597634 -0.534262 0.515235
0.620078 0.235284 0.597625 -0.534269 0.515227
0.622578 0.235284 0.597641 -0.534265 0.515229
0.625078 0.235285 0.597637 -0.534252 0.515226
0.627578 0.235282 0.597643 -0.53426 0.515231
0.630078 0.235288 0.597648 -0.534242 0.515246
0.632578 0.235278 0.597621 -0.53427 0.51523
0.635078 0.235278 0.597638 -0.534264 0.515236
0.637578 0.235279 0.597625 -0.534264 0.515221
0.640078 0.235273 0.597757 -0.534219 0.515195
0.642578 0.234712 0.590051 -0.541054 0.511238
0.645078 0.116965 -0.240733 -0.902121 0.0875569
0.647578 0.116965 -0.240722 -0.902125 0.0875575
0.650078 0.116965 -0.240723 -0.902125 0.0875574
0.652578 0.116965 -0.240729 -0.902122 0.0875571
0.655078 0.116965 -0.240734 -0.902121 0.0875567
0.657578 0.116965 -0.240713 -0.902129 0.0875579
0.660078 0.116965 -0.240716 -0.902128 0.0875576
0.662578 0.116965 -0.240716 -0.902128 0.0875576
0.665078 0.116965 -0.240723 -0.902125 0.0875573
0.667578 0.116965 -0.240723 -0.902125 0.0875573
0.670078 0.116965 -0.24073 -0.902122 0.0875568
0.672578 0.116965 -0.240725 -0.902124 0.0875571
0.675078 0.116965 -0.240713 -0.902129 0.0875578
0.677578 0.116965 -0.240717 -0.902128 0.0875575
0.680078 0.116965 -0.240732 -0.902121 0.0875567
0.682578 0.116965 -0.240727 -0.902124 0.087557
0.685078 0.116965 -0.240713 -0.902129 0.0875576
0.687578 0.116965 -0.240716 -0.902128 0.0875575
0.690078 0.116966 -0.240703 -0.902133 0.0875581
0.692578 0.116965 -0.240722 -0.902126 0.0875572
0.695078 0.116965 -0.240722 -0.902126 0.0875572
0.697578 0.116965 -0.240723 -0.902125 0.0875572
0.700078 0.116965 -0.240709 -0.902131 0.0875578
0.702578 0.116965 -0.240707 -0.902132 0.0875579
0.705078 0.116965 -0.240728 -0.902124 0.0875568
0.707578 0.116965 -0.240725 -0.902124 0.087557
0.710078 0.116965 -0.240727 -0.902124 0.087557
0.712578 0.116965 -0.240707 -0.902132 0.0875579
0.715078 0.116966 -0.240699 -0.902135 0.0875583
0.717578 0.116965 -0.240716 -0.902128 0.0875574
0.720078 0.116965 -0.240718 -0.902127 0.0875573
0.722578 0.116965 -0.240715 -0.902129 0.0875575
0.725078 0.116965 -0.240721 -0.902126 0.0875572
0.727578 0.116965 -0.24073 -0.902123 0.0875567
0.730078 0.116964 -0.240735 -0.902121 0.0875565
0.732578 0.116965 -0.240728 -0.902123 0.0875568
0.735078 0.116964 -0.240752 -0.902114 0.0875556
0.737578 0.116965 -0.240721 -0.902127 0.0875572
0.740078 0.116966 -0.240696 -0.902137 0.0875584
0.742578 0.116967 -0.240651 -0.902155 0.0875606
0.745078 0.116965 -0.240718 -0.902128 0.0875573
0.747578 0.116966 -0.240701 -0.902134 0.0875582
0.750078 0.116965 -0.240706 -0.902133 0.0875579
0.752578 0.116967 -0.240647 -0.902156 0.0875608
0.755078 0.116965 -0.240715 -0.902129 0.0875575
0.757578 0.116965 -0.240706 -0.902133 0.0875579
0.760078 0.116966 -0.240694 -0.902137 0.0875585
0.762578 0.116966 -0.240689 -0.90214 0.0875588
0.765078 0.116965 -0.240716 -0.902128 0.0875574
0.767578 0.116966 -0.240674 -0.902146 0.0875595
0.770078 0.116968 -0.240629 -0.902164 0.0875617
0.772578 0.116968 -0.240623 -0.902166 0.087562
0.775078 0.116967 -0.240651 -0.902155 0.0875606
0.777578 0.116967 -0.240643 -0.902158 0.087561
0.780078 0.116965 -0.240703 -0.902134 0.087558
0.782578 0.116966 -0.240695 -0.902137 0.0875584
0.785078 0.11697 -0.240561 -0.902192 0.087565
0.787578 0.116966 -0.240674 -0.902146 0.0875595
0.790078 0.116967 -0.24066 -0.902151 0.0875601
0.792578 0.116973 -0.240465 -0.902231 0.0875697
0.795078 0.116966 -0.240685 -0.902141 0.0875589
0.797578 0.116973 -0.240488 -0.902221 0.0875686
0.800078 0.116972 -0.240496 -0.902218 0.0875682
0.802578 0.116982 -0.24019 -0.902343 0.0875833
0.805078 0.116975 -0.240414 -0.902252 0.0875722
0.807578 0.116985 -0.240118 -0.902372 0.0875868
0.810078 0.116987 -0.240044 -0.902402 0.0875904
