# AMReX N3 (MUSCL+SSPRK2+GS), Nx=400, t=0.1, CFL 0.1; source /tmp/bw_N3.csv
x rho u By p
0.75125 0.116531 -0.253859 -0.896722 0.0869152
0.75625 0.11678 -0.246324 -0.899818 0.0872868
0.76125 0.11725 -0.232024 -0.90566 0.0879907
0.76625 0.117545 -0.223171 -0.909312 0.0884325
0.77125 0.117526 -0.223735 -0.909072 0.0884031
0.77625 0.11736 -0.228714 -0.907016 0.0881534
0.78125 0.117066 -0.237633 -0.903375 0.0877124
0.78625 0.116899 -0.242749 -0.901298 0.0874614
0.79125 0.116898 -0.242752 -0.901292 0.0874605
0.79625 0.116898 -0.242756 -0.901292 0.0874604
0.80125 0.116899 -0.242737 -0.901301 0.0874614
0.80625 0.116905 -0.242578 -0.901374 0.08747
0.81125 0.116945 -0.241321 -0.901878 0.0875306
0.81625 0.11708 -0.23721 -0.903553 0.0877328
0.82125 0.11736 -0.228695 -0.907023 0.0881526
0.82625 0.11781 -0.21502 -0.912593 0.0888299
0.83125 0.11842 -0.196533 -0.92012 0.0897517
0.83625 0.119155 -0.174294 -0.92917 0.0908701
0.84125 0.119977 -0.149536 -0.93924 0.0921275
0.84625 0.120851 -0.123302 -0.949906 0.0934741
0.85125 0.121752 -0.0963424 -0.960862 0.0948734
0.85625 0.122664 -0.0691676 -0.971903 0.0962996
0.86125 0.123571 -0.0422203 -0.98285 0.0977297
0.86625 0.124434 -0.0166928 -0.993219 0.0990987
0.87125 0.124988 -0.000354343 -0.999856 0.0999808
0.87625 0.125 1.78146e-10 -1 0.1
0.88125 0.125 1.51543e-10 -1 0.1
0.88625 0.125 8.29543e-11 -1 0.1
0.89125 0.125 1.09583e-11 -1 0.1
0.89625 0.125 0 -1 0.1
0.90125 0.125 0 -1 0.1
0.90625 0.125 0 -1 0.1
0.91125 0.125 0 -1 0.1
0.91625 0.125 0 -1 0.1
0.92125 0.125 0 -1 0.1
0.92625 0.125 0 -1 0.1
0.93125 0.125 0 -1 0.1
0.93625 0.125 0 -1 0.1
0.94125 0.125 0 -1 0.1
0.94625 0.125 0 -1 0.1
0.95125 0.125 0 -1 0.1
0.95625 0.125 0 -1 0.1
0.96125 0.125 0 -1 0.1
0.96625 0.125 0 -1 0.1
0.97125 0.125 0 -1 0.1
0.97625 0.125 0 -1 0.1
0.98125 0.125 0 -1 0.1
0.98625 0.125 0 -1 0.1
0.99125 0.125 0 -1 0.1
0.99625 0.125 0 -1 0.1
